Subdivision,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan_Feb,Mar_May,Jun_Sep,Oct_Dec,Cloud_Visibility_Pct,Elevation_m,Max_Temp_C,Flood
Gujarat Region,2003,4.7,7.7,15.7,77.0,75.9,410.8,580.4,274.5,140.8,225.3,94.4,30.7,1937.8,12.3,168.6,1406.5,350.4,41.1,80.0,34.3,1
Gangetic West Bengal,1998,13.9,17.0,61.4,0.0,173.6,491.5,489.2,460.0,98.3,186.4,95.8,18.9,2106.1,30.9,235.0,1539.0,301.1,48.1,80.0,26.2,1
Gangetic West Bengal,1999,8.2,16.4,39.1,51.6,98.0,329.5,623.5,114.3,397.4,41.8,15.9,15.8,1751.5,24.6,188.7,1464.7,73.5,47.1,850.0,31.9,0
Assam & Meghalaya,2005,20.3,21.7,47.3,73.1,326.2,391.9,941.6,679.5,479.1,187.2,118.3,39.7,3325.9,42.0,446.5,2492.1,345.2,12.0,30.0,23.6,1
Sub-Himalayan West Bengal,1987,0.8,6.2,55.4,84.1,110.3,496.9,660.4,349.6,268.7,135.7,66.0,20.7,2254.8,7.1,249.8,1775.5,222.4,33.0,850.0,28.8,0
Assam & Meghalaya,1994,12.3,23.8,61.6,77.3,223.0,728.1,858.2,862.6,491.2,297.1,90.9,25.6,3751.7,36.1,361.9,2940.1,413.6,12.0,15.0,36.6,1
Coastal Karnataka,1987,20.5,27.0,54.0,75.5,271.4,615.3,722.3,746.2,422.1,288.4,141.7,20.1,3404.5,47.6,400.9,2505.9,450.2,12.0,80.0,34.1,1
Sub-Himalayan West Bengal,2019,13.8,25.1,42.0,117.7,142.5,401.2,764.3,510.5,287.6,91.0,115.0,0.0,2510.7,38.9,302.2,1963.6,206.0,23.5,500.0,25.7,1
Sub-Himalayan West Bengal,2019,7.0,10.5,7.9,32.2,99.2,350.3,356.3,427.5,256.0,188.8,16.8,31.3,1783.7,17.4,139.3,1390.0,237.0,54.7,850.0,34.1,0
Tamil Nadu,2023,16.3,27.1,0.0,89.4,203.9,399.5,429.8,509.7,257.6,153.6,83.7,21.7,2192.4,43.4,293.3,1596.7,259.0,43.2,250.0,31.6,1
Gangetic West Bengal,2015,10.0,14.1,50.1,44.6,129.8,302.6,292.9,632.3,64.2,123.0,55.5,17.9,1737.1,24.1,224.6,1292.0,196.4,53.9,15.0,34.8,1
Kerala,2013,15.9,29.3,20.8,61.7,298.6,663.7,852.9,595.0,514.1,252.9,127.1,38.1,3470.0,45.2,381.1,2625.7,418.1,12.0,30.0,31.1,1
Assam & Meghalaya,2007,18.4,25.5,58.5,60.6,214.6,644.9,793.5,776.1,552.1,248.6,136.9,44.5,3574.1,43.8,333.6,2766.6,430.0,12.0,80.0,34.7,1
Rayalseema,1981,19.9,19.4,37.1,91.7,159.8,283.1,362.2,361.6,278.7,183.4,41.5,10.1,1848.6,39.3,288.6,1285.7,235.1,60.5,30.0,28.7,1
Tamil Nadu,1982,12.8,6.5,36.4,71.7,246.7,503.1,359.6,554.3,248.3,124.5,69.4,6.9,2240.0,19.3,354.8,1665.2,200.7,50.3,30.0,25.0,1
Tamil Nadu,2021,13.1,22.9,41.3,5.7,155.2,274.7,665.9,425.4,214.3,107.0,127.0,15.9,2068.5,36.0,202.3,1580.4,249.8,35.3,15.0,31.9,1
Coastal Karnataka,1997,17.2,26.1,40.6,82.2,223.4,681.3,905.5,692.0,518.6,200.1,140.2,44.1,3571.3,43.3,346.2,2797.5,384.3,12.0,850.0,32.1,1
Kerala,1994,11.3,41.2,22.5,83.9,237.9,654.7,673.3,513.3,418.7,203.3,82.3,15.7,2958.0,52.4,344.3,2259.9,301.4,21.0,80.0,33.2,1
Odisha,2019,12.7,20.2,23.9,53.4,146.7,392.4,511.9,412.5,298.2,153.0,45.1,0.2,2070.3,32.9,224.0,1615.0,198.4,36.4,30.0,23.6,1
Bihar,2012,9.6,6.9,33.4,9.3,194.5,325.1,491.5,487.9,192.1,60.7,134.4,29.4,1974.8,16.5,237.2,1496.6,224.5,42.9,15.0,27.0,1
Gangetic West Bengal,2013,6.6,9.0,49.1,42.8,150.1,520.4,625.8,387.8,204.2,170.6,87.5,32.3,2286.4,15.7,242.0,1738.3,290.4,41.7,80.0,30.7,1
Rayalseema,1993,11.5,1.8,16.9,34.0,148.9,349.3,485.9,566.5,352.4,191.8,77.3,12.9,2249.2,13.3,199.8,1754.1,282.0,37.9,850.0,28.6,0
East Uttar Pradesh,2010,9.0,19.9,14.6,35.0,147.9,484.8,531.7,802.5,173.1,158.3,8.3,31.8,2417.1,29.0,197.5,1992.3,198.4,39.7,850.0,23.6,0
Bihar,1990,7.3,9.5,11.3,52.6,112.8,281.6,297.8,499.9,184.9,198.4,72.2,5.4,1733.7,16.8,176.7,1264.2,276.0,56.7,15.0,25.1,1
Sub-Himalayan West Bengal,2021,18.1,19.5,37.3,69.9,229.0,360.8,768.7,593.4,317.1,97.2,35.8,8.0,2554.9,37.6,336.1,2040.1,141.1,16.6,500.0,32.7,1
Tamil Nadu,2001,17.8,10.3,22.5,38.6,156.4,204.0,534.1,387.2,326.2,138.7,133.5,33.5,2002.8,28.1,217.5,1451.5,305.6,46.2,15.0,26.3,1
Assam & Meghalaya,1986,23.2,33.6,26.5,125.2,219.0,353.5,922.2,660.0,437.0,204.6,86.4,32.1,3123.5,56.8,370.7,2372.8,323.2,12.0,250.0,33.9,1
Rayalseema,2000,6.2,10.4,13.4,74.6,135.8,303.1,470.1,370.9,253.9,110.4,120.8,0.0,1869.4,16.6,223.7,1397.9,231.2,42.6,250.0,24.9,1
Sub-Himalayan West Bengal,2011,18.4,12.6,0.0,79.2,191.9,206.0,545.8,376.8,133.9,129.2,122.4,20.3,1836.6,31.0,271.1,1262.6,271.9,51.8,80.0,24.0,0
Gangetic West Bengal,1982,9.8,5.0,24.1,86.3,51.2,130.3,523.9,275.9,251.8,212.1,58.5,0.0,1629.0,14.9,161.6,1181.9,270.6,52.5,850.0,31.0,0
Tamil Nadu,1987,6.7,14.4,42.2,79.2,129.5,250.8,526.9,276.1,339.7,250.0,36.3,20.1,1972.0,21.1,250.9,1393.5,306.5,44.1,15.0,35.8,1
Coastal Karnataka,2008,20.0,15.0,49.8,93.0,268.8,779.0,903.4,782.5,501.7,226.8,148.9,32.8,3821.6,35.0,411.5,2966.6,408.4,12.0,500.0,36.0,1
Gujarat Region,2015,9.3,6.5,32.5,37.4,138.2,242.8,515.7,345.7,323.2,103.7,85.3,15.8,1856.3,15.8,208.1,1427.5,204.9,41.2,15.0,34.8,1
Gujarat Region,2003,10.8,21.4,37.8,70.6,133.2,55.1,481.8,455.7,454.5,140.1,69.9,20.3,1951.2,32.2,241.6,1447.1,230.3,41.1,250.0,24.7,1
Gangetic West Bengal,1996,18.1,15.0,21.0,29.7,164.5,356.6,497.0,586.7,156.4,135.0,85.0,39.7,2104.8,33.1,215.3,1596.7,259.7,40.4,850.0,30.3,0
Odisha,1996,6.8,14.3,13.1,24.1,186.6,341.9,320.5,303.1,225.7,136.6,98.4,23.8,1694.8,21.2,223.7,1191.2,258.8,59.4,850.0,24.0,0
Coastal Karnataka,2011,22.4,30.2,59.5,69.5,207.0,677.5,901.4,531.6,283.4,180.8,109.3,45.1,3117.7,52.7,336.0,2393.9,335.1,12.0,30.0,36.6,1
Sub-Himalayan West Bengal,1993,10.4,20.2,35.3,50.9,89.7,93.2,391.3,367.7,291.1,220.0,99.3,15.4,1684.6,30.6,175.9,1143.3,334.8,65.4,15.0,30.6,1
Assam & Meghalaya,1984,18.5,18.0,51.7,82.9,309.9,538.4,809.7,649.1,482.5,166.1,91.1,11.1,3228.9,36.5,444.5,2479.6,268.3,12.0,500.0,34.2,1
Coastal Karnataka,2008,24.7,20.3,34.6,100.6,264.7,582.9,825.4,627.8,344.6,278.3,157.4,29.7,3290.9,45.0,399.8,2380.7,465.4,12.0,30.0,29.4,1
Rayalseema,2012,5.4,13.5,44.3,76.3,206.1,487.0,456.5,506.1,83.6,123.0,51.8,24.6,2078.3,19.0,326.6,1533.2,199.5,43.0,850.0,31.6,0
Assam & Meghalaya,2006,13.6,16.2,21.2,92.7,250.4,519.9,1066.4,605.1,333.6,226.8,149.2,16.6,3311.7,29.7,364.4,2524.9,392.7,12.0,80.0,27.6,1
Odisha,2021,11.4,8.1,8.5,74.8,37.7,323.4,591.7,484.6,230.4,218.5,29.2,0.0,2018.4,19.5,121.0,1630.2,247.7,40.3,15.0,28.7,1
East Uttar Pradesh,2002,22.8,19.8,21.2,43.4,171.1,374.8,648.0,532.1,208.2,257.2,47.5,9.0,2355.1,42.6,235.7,1763.1,313.8,30.2,250.0,25.6,1
Tamil Nadu,2006,15.0,18.9,0.6,7.1,94.2,199.6,311.6,585.1,254.9,258.2,96.6,6.8,1848.6,33.9,102.0,1351.2,361.6,54.8,250.0,34.4,1
Odisha,1990,0.0,5.8,18.3,41.2,184.2,398.6,578.0,461.6,220.4,106.7,56.4,0.0,2071.2,5.8,243.7,1658.6,163.1,44.3,80.0,30.2,1
Tamil Nadu,1992,4.3,17.9,19.6,54.5,241.0,406.6,619.8,472.4,186.0,231.6,92.1,14.7,2360.5,22.2,315.1,1684.8,338.5,40.9,850.0,32.9,0
Coastal Karnataka,2017,7.0,16.1,39.1,69.2,243.3,387.3,951.5,892.4,330.1,327.2,140.5,45.8,3449.5,23.1,351.6,2561.3,513.5,12.0,500.0,28.5,1
East Uttar Pradesh,1990,14.1,18.1,43.3,102.3,217.8,629.4,623.3,302.6,154.2,56.4,36.5,2.1,2200.0,32.2,363.4,1709.5,95.0,23.4,80.0,35.1,1
Kerala,1981,14.9,13.7,43.4,129.8,258.8,631.3,842.0,744.1,291.6,241.2,94.8,25.1,3330.8,28.7,432.0,2509.0,361.1,12.7,850.0,28.8,0
Gangetic West Bengal,1980,11.8,3.3,25.6,111.5,143.2,237.7,673.6,455.0,216.2,168.3,65.3,7.0,2118.6,15.1,280.3,1582.6,240.6,41.0,80.0,33.0,1
Coastal Karnataka,1980,17.0,29.0,24.6,24.3,288.0,702.0,850.8,518.8,491.1,282.0,95.9,42.0,3365.6,46.0,336.9,2562.8,419.9,12.0,850.0,35.6,1
Tamil Nadu,2012,12.4,16.9,16.5,83.2,78.1,204.4,449.0,476.4,491.7,41.5,62.7,13.3,1946.0,29.3,177.7,1621.5,117.4,45.0,850.0,33.4,0
Tamil Nadu,2008,0.7,16.7,19.7,52.4,131.5,397.4,513.4,420.9,175.0,188.2,58.3,7.2,1981.6,17.5,203.6,1506.7,253.7,45.3,500.0,28.7,1
East Uttar Pradesh,1986,8.9,17.3,6.6,83.5,160.8,621.9,527.5,504.4,252.0,125.6,96.4,21.6,2426.5,26.2,250.8,1905.9,243.6,34.0,250.0,28.1,1
Odisha,1990,20.5,14.9,10.1,61.3,125.1,557.2,545.9,207.0,83.6,137.7,75.5,22.2,1861.0,35.4,196.4,1393.7,235.4,60.3,850.0,26.4,0
Kerala,1996,8.1,21.2,50.1,98.0,269.0,637.3,689.8,806.1,434.7,316.7,178.1,10.1,3519.3,29.3,417.2,2567.9,504.9,16.2,30.0,31.8,1
Bihar,1987,12.6,5.9,14.7,62.6,222.2,526.4,499.8,352.1,179.8,119.2,87.2,6.6,2089.1,18.6,299.4,1558.1,213.0,45.2,80.0,29.5,1
Bihar,2005,8.0,22.9,27.8,91.1,131.5,221.8,443.2,572.2,121.6,174.2,114.6,20.3,1949.2,30.9,250.4,1358.8,309.2,43.4,500.0,24.8,0
Coastal Karnataka,2009,17.3,31.1,50.4,55.1,257.6,495.8,882.1,662.0,562.9,237.1,127.8,45.9,3425.1,48.5,363.1,2602.8,410.8,14.5,30.0,32.3,1
Coastal Karnataka,1995,11.6,28.4,45.9,102.8,283.9,632.1,819.2,563.6,511.7,150.1,71.5,19.7,3240.4,40.0,432.6,2526.5,241.3,18.9,850.0,30.5,1
Bihar,2014,12.4,8.8,17.6,35.4,146.8,574.5,679.7,394.3,472.1,118.7,120.4,4.0,2584.5,21.2,199.8,2120.5,243.0,29.2,80.0,24.0,1
Gujarat Region,1998,5.2,24.8,30.0,34.5,168.1,439.5,468.0,416.1,139.3,151.2,38.0,19.0,1933.7,30.0,232.6,1462.9,208.2,52.0,30.0,31.4,1
East Uttar Pradesh,2019,8.3,16.6,25.0,45.6,91.1,456.4,277.9,574.7,317.0,102.6,108.4,14.2,2037.8,25.0,161.7,1625.9,225.2,46.1,500.0,29.0,0
Rayalseema,2014,11.7,7.9,30.2,49.5,222.7,271.6,462.2,178.7,222.4,175.4,65.5,23.2,1721.0,19.6,302.4,1134.9,264.1,58.5,30.0,36.1,0
Coastal Karnataka,1986,10.4,11.8,54.9,127.2,311.7,720.8,719.5,729.4,522.1,322.0,125.0,26.9,3681.4,22.1,493.7,2691.8,473.9,12.0,250.0,36.6,1
Konkan & Goa,1982,23.5,23.9,81.4,75.2,267.7,572.5,979.8,502.4,524.5,291.3,129.8,29.6,3501.6,47.4,424.3,2579.2,450.8,12.0,250.0,29.8,1
Gangetic West Bengal,1984,21.5,12.7,22.5,84.3,114.4,524.8,373.9,445.0,296.7,258.2,64.9,15.7,2234.7,34.2,221.2,1640.4,338.8,40.3,850.0,26.8,0
Tamil Nadu,1997,8.5,19.6,15.0,5.0,162.4,216.8,664.8,350.7,269.1,261.3,119.9,8.7,2101.7,28.1,182.3,1501.4,389.9,36.3,500.0,27.4,1
Bihar,1996,7.1,12.3,30.4,71.0,117.6,465.5,388.7,457.3,327.4,147.0,112.1,26.4,2162.7,19.3,218.9,1638.9,285.5,41.1,850.0,26.1,0
Konkan & Goa,1991,11.3,26.6,52.6,98.1,330.1,625.3,813.6,839.4,379.3,221.2,153.9,9.7,3561.0,37.9,480.7,2657.6,384.8,12.0,80.0,32.5,1
Gangetic West Bengal,1989,2.1,5.3,46.9,52.3,125.3,547.7,506.8,366.6,244.6,139.2,38.3,23.9,2098.9,7.3,224.4,1665.7,201.4,42.3,500.0,28.0,1
Sub-Himalayan West Bengal,1998,11.0,11.3,41.0,100.0,194.6,248.8,891.2,318.3,259.3,142.1,113.1,30.2,2360.9,22.2,335.6,1717.6,285.4,16.6,30.0,31.8,1
Odisha,2017,12.3,7.1,19.2,99.5,151.7,686.8,675.5,288.2,81.0,80.1,36.0,18.0,2155.5,19.3,270.4,1731.6,134.1,24.0,30.0,25.4,1
East Uttar Pradesh,2006,12.2,17.4,32.3,40.0,98.5,392.4,538.5,317.7,468.3,172.5,70.8,12.3,2173.0,29.7,170.8,1716.9,255.6,42.1,850.0,33.5,0
Sub-Himalayan West Bengal,1994,8.6,9.0,35.7,70.9,123.2,464.5,595.2,386.6,182.8,210.6,83.9,0.0,2171.1,17.6,229.8,1629.1,294.6,39.6,250.0,36.3,1
Gujarat Region,2021,8.0,0.0,58.2,60.4,145.9,410.4,732.1,477.1,358.3,170.0,48.0,20.7,2489.0,8.0,264.6,1977.8,238.7,25.3,80.0,25.1,1
Bihar,2001,13.1,6.9,20.4,45.3,193.7,329.9,528.0,506.0,460.0,171.4,112.2,23.9,2410.8,20.0,259.4,1823.8,307.6,31.1,30.0,35.7,1
Rayalseema,1980,9.1,23.1,20.4,44.2,222.7,533.5,400.3,258.5,257.0,150.8,43.1,23.7,1986.4,32.2,287.2,1449.3,217.6,49.6,30.0,33.2,1
Konkan & Goa,1991,18.0,20.8,39.3,62.8,63.5,613.7,774.3,904.7,253.2,257.0,91.4,30.6,3129.2,38.8,165.6,2545.9,379.0,12.0,500.0,31.8,1
Tamil Nadu,1998,8.5,32.4,29.7,113.8,187.3,401.3,497.6,671.7,277.7,160.5,46.1,23.2,2449.5,40.8,330.7,1848.2,229.7,37.6,500.0,35.1,1
Gangetic West Bengal,1980,3.1,17.9,37.8,51.8,163.1,366.9,652.7,417.6,267.6,137.6,37.1,19.8,2173.0,21.0,252.7,1704.9,194.5,39.3,250.0,32.2,1
Konkan & Goa,2023,16.6,20.2,56.3,114.7,288.2,626.3,772.6,739.5,438.8,194.7,134.8,24.1,3427.0,36.9,459.3,2577.2,353.7,12.0,250.0,31.2,1
Gangetic West Bengal,1984,11.5,16.9,30.8,78.8,118.8,342.4,642.7,562.6,257.3,104.2,98.6,6.1,2270.6,28.4,228.4,1805.0,208.9,38.4,15.0,24.6,1
Sub-Himalayan West Bengal,1995,6.6,18.1,14.4,50.4,245.7,344.3,447.6,202.2,263.0,101.1,68.4,23.4,1785.4,24.8,310.5,1257.2,192.9,56.4,500.0,35.2,0
Kerala,2024,7.2,29.1,61.1,117.4,168.0,576.1,772.0,717.6,443.6,274.8,121.8,27.0,3315.8,36.3,346.6,2509.4,423.6,12.0,850.0,24.8,1
Coastal Karnataka,1992,15.3,18.2,34.9,65.2,206.8,648.7,721.8,724.7,404.9,312.5,70.5,35.1,3258.6,33.5,306.9,2500.1,418.1,12.0,500.0,27.4,1
East Uttar Pradesh,2024,16.8,22.9,60.7,88.4,97.7,644.4,463.3,423.5,411.0,249.6,22.4,19.7,2520.5,39.7,246.8,1942.2,291.8,38.1,850.0,23.7,0
Gangetic West Bengal,1997,3.7,18.8,32.7,87.0,243.2,273.4,543.4,406.9,360.0,148.6,22.4,16.2,2156.2,22.4,362.9,1583.7,187.2,45.3,250.0,33.0,1
Bihar,1983,1.7,9.3,23.0,49.2,166.5,329.9,499.6,386.9,323.1,241.8,40.4,5.7,2076.9,11.0,238.6,1539.4,287.8,50.8,500.0,33.6,0
Gujarat Region,2015,2.0,17.7,34.5,80.2,210.6,501.9,527.6,812.2,207.6,172.3,116.8,12.7,2696.1,19.6,325.3,2049.4,301.8,24.1,850.0,34.3,0
Konkan & Goa,2006,19.8,11.7,66.3,56.2,357.0,572.7,871.8,811.3,516.9,174.4,136.7,31.6,3626.4,31.5,479.6,2772.7,342.6,12.0,250.0,28.2,1
Gujarat Region,1987,5.3,8.9,23.7,21.6,62.8,462.8,321.9,433.5,266.3,131.8,65.6,12.0,1816.3,14.2,108.2,1484.5,209.4,55.4,30.0,31.4,1
Sub-Himalayan West Bengal,2014,6.6,9.2,32.0,110.4,187.1,217.2,284.0,504.9,345.8,83.3,97.8,12.5,1890.9,15.9,329.6,1351.9,193.6,55.3,15.0,25.2,1
Coastal Karnataka,1980,6.3,24.4,61.1,84.3,219.7,714.3,902.4,535.6,539.5,203.1,79.4,40.8,3410.8,30.7,365.0,2691.8,323.3,12.0,500.0,28.3,1
Tamil Nadu,1984,15.3,30.4,50.9,72.9,64.6,336.9,598.3,204.4,249.5,250.3,70.4,17.9,1961.9,45.7,188.5,1389.0,338.7,51.8,30.0,24.4,1
Bihar,1984,12.4,5.9,47.6,26.0,186.8,327.4,472.8,506.2,114.5,235.1,52.0,27.6,2014.2,18.3,260.4,1420.8,314.6,38.4,30.0,32.2,1
Rayalseema,1985,9.5,8.0,24.9,40.6,150.4,338.1,572.6,500.3,356.5,137.7,15.8,19.7,2174.1,17.5,215.8,1767.5,173.2,41.6,250.0,36.8,0
Assam & Meghalaya,1985,14.8,41.6,56.0,110.4,215.6,547.2,535.7,551.6,321.7,389.6,89.7,41.1,2915.1,56.5,382.0,1956.2,520.4,44.0,15.0,29.5,1
Assam & Meghalaya,2021,11.0,17.5,46.6,78.4,172.5,528.5,1135.9,888.4,393.0,289.6,60.7,34.2,3656.3,28.6,297.5,2945.8,384.5,12.0,250.0,26.5,1
Sub-Himalayan West Bengal,2008,23.8,29.5,26.8,106.4,90.4,313.9,378.5,469.6,165.6,134.3,2.9,24.6,1766.3,53.3,223.6,1327.6,161.8,51.0,80.0,31.2,1
Sub-Himalayan West Bengal,2012,6.7,16.8,18.7,43.7,179.7,473.3,676.3,402.7,141.0,280.9,44.7,19.4,2303.8,23.5,242.0,1693.2,345.0,28.2,250.0,31.6,0
Bihar,2014,9.8,22.9,43.9,133.5,152.8,413.1,637.0,636.4,248.6,233.1,96.8,25.4,2653.3,32.7,330.2,1935.1,355.3,29.0,15.0,30.2,1
Coastal Karnataka,1992,8.0,12.4,14.6,105.1,259.3,612.2,743.8,575.5,417.4,333.3,156.1,36.1,3273.6,20.3,378.9,2348.9,525.5,17.5,15.0,30.2,1
Konkan & Goa,1997,5.6,28.7,70.0,137.2,204.0,591.7,654.9,692.4,272.0,289.2,133.5,16.9,3096.0,34.3,411.2,2210.9,439.6,18.5,30.0,23.4,1
Assam & Meghalaya,1998,12.9,30.6,73.2,126.5,174.4,606.8,1037.5,870.7,450.5,290.7,114.2,16.3,3804.4,43.5,374.2,2965.6,421.1,12.0,500.0,23.7,1
Tamil Nadu,2021,10.7,11.8,62.6,41.7,180.4,338.0,468.3,453.9,194.2,107.2,60.6,18.2,1947.6,22.5,284.6,1454.4,186.0,58.3,15.0,34.5,1
Tamil Nadu,1993,6.5,13.9,0.0,37.5,234.5,101.8,580.6,494.1,156.4,36.8,79.0,24.1,1765.1,20.4,272.0,1332.8,139.9,38.7,250.0,26.6,1
Tamil Nadu,1989,4.3,21.9,26.0,46.1,170.5,401.0,451.4,330.3,329.5,133.0,32.8,22.2,1968.9,26.2,242.6,1512.1,188.0,41.9,500.0,25.9,0
Odisha,2008,4.6,8.4,29.0,82.7,118.3,320.5,398.6,309.5,241.1,180.1,62.6,21.3,1776.6,13.0,230.0,1269.7,263.9,54.3,850.0,35.4,0
Gujarat Region,2001,7.1,16.2,24.0,112.7,72.3,552.4,285.7,309.8,94.2,196.5,38.3,18.3,1727.6,23.4,209.0,1242.0,253.2,60.0,850.0,36.5,0
Gujarat Region,1988,7.7,24.5,36.6,34.2,214.5,246.7,524.1,464.0,170.7,227.6,82.9,0.9,2034.3,32.1,285.2,1405.5,311.4,33.3,80.0,24.8,1
Rayalseema,2012,8.9,2.6,46.8,73.3,179.5,379.3,193.6,479.7,209.5,267.9,59.6,31.3,1931.9,11.5,299.6,1262.0,358.9,58.2,30.0,29.4,1
Assam & Meghalaya,2016,23.7,27.7,26.6,96.3,262.8,616.8,716.9,905.0,546.6,198.7,108.4,32.1,3561.8,51.4,385.8,2785.4,339.2,12.0,15.0,35.2,1
Assam & Meghalaya,2017,21.3,32.2,26.3,68.3,217.7,424.4,739.4,782.6,363.2,243.4,130.1,1.2,3050.1,53.6,312.3,2309.5,374.7,12.5,80.0,31.8,1
Coastal Karnataka,2010,0.0,20.8,44.3,59.0,226.8,605.8,989.5,651.2,341.1,255.6,87.1,36.2,3317.5,20.8,330.1,2587.7,378.8,12.0,30.0,33.6,1
Odisha,1996,15.8,14.8,48.8,74.8,159.7,240.5,394.7,493.0,334.1,137.3,75.4,35.5,2024.4,30.5,283.3,1462.3,248.2,45.9,850.0,35.4,0
Konkan & Goa,1990,26.2,0.0,53.0,107.2,267.5,613.2,753.4,491.6,458.8,255.3,70.5,44.1,3140.7,26.2,427.7,2316.9,369.8,12.0,15.0,33.4,1
Bihar,2013,17.0,0.0,27.4,39.4,158.4,212.1,293.3,550.2,37.1,68.0,81.8,16.6,1501.3,17.0,225.2,1092.7,166.5,70.8,80.0,26.5,1
Tamil Nadu,1980,6.8,6.5,21.6,53.5,210.4,439.7,515.7,380.9,93.5,244.2,97.9,11.7,2082.4,13.3,285.6,1429.8,353.7,46.4,500.0,36.8,0
Odisha,1980,22.5,17.8,43.0,61.9,70.1,357.9,620.4,362.6,311.5,230.4,90.6,27.2,2216.0,40.3,175.1,1652.4,348.2,23.3,250.0,35.0,1
Kerala,2000,31.7,17.6,25.5,82.8,150.9,631.6,704.4,805.3,298.2,259.7,126.3,40.1,3174.1,49.3,259.2,2439.5,426.0,28.7,250.0,23.2,1
Coastal Karnataka,2011,9.0,29.1,22.7,73.1,238.4,735.0,647.8,777.4,267.0,260.5,147.2,42.1,3249.4,38.1,334.2,2427.1,449.9,12.0,80.0,33.1,1
Rayalseema,2007,12.7,19.3,3.6,20.1,144.6,204.5,334.9,368.6,330.4,33.8,112.6,38.3,1623.4,32.0,168.3,1238.4,184.7,58.0,500.0,25.8,0
Bihar,1988,6.4,13.0,43.4,76.6,156.3,362.5,858.9,527.6,369.1,198.8,41.5,15.0,2669.1,19.4,276.3,2118.1,255.3,15.4,80.0,28.5,1
Odisha,2017,13.9,21.0,36.4,78.7,123.8,262.4,587.1,415.0,295.0,182.2,106.7,13.1,2135.4,34.9,238.9,1559.6,302.0,44.3,850.0,24.2,0
East Uttar Pradesh,1988,0.0,25.8,47.8,66.7,82.3,297.5,572.9,523.2,220.6,194.7,80.4,6.4,2118.4,25.8,196.8,1614.2,281.6,46.2,850.0,25.7,0
Sub-Himalayan West Bengal,2011,5.4,21.8,19.9,34.2,199.5,580.6,348.9,326.4,321.7,161.5,53.8,29.5,2103.2,27.1,253.6,1577.5,244.8,44.8,500.0,34.9,0
Bihar,2004,6.8,17.8,0.0,55.0,177.0,282.7,660.4,423.0,190.1,117.7,36.8,28.2,1995.5,24.6,232.1,1556.2,182.7,43.5,30.0,32.4,1
Odisha,2019,0.0,13.2,22.2,27.2,229.4,441.3,702.9,396.9,244.2,104.9,49.6,14.6,2246.5,13.2,278.8,1785.2,169.2,31.9,15.0,26.0,1
Coastal Karnataka,1982,6.9,22.9,5.3,76.6,199.0,521.1,463.0,775.2,229.3,230.1,64.5,21.8,2615.7,29.8,280.9,1988.6,316.4,26.6,500.0,33.4,1
Bihar,2006,11.2,25.0,14.4,55.3,182.9,133.8,771.5,556.8,165.1,74.2,23.2,16.3,2029.7,36.2,252.6,1627.2,113.7,24.5,30.0,27.6,1
Sub-Himalayan West Bengal,2021,7.7,3.7,0.0,32.9,205.0,186.6,279.6,427.8,250.4,117.0,67.8,8.9,1587.4,11.4,237.9,1144.4,193.7,65.5,850.0,32.7,0
East Uttar Pradesh,1995,7.7,8.0,32.1,37.9,169.6,588.1,580.1,326.8,230.5,178.8,64.6,14.8,2239.0,15.6,239.6,1725.5,258.2,44.6,850.0,35.0,0
Rayalseema,2019,7.0,24.8,57.7,95.3,171.3,400.3,203.2,566.5,368.3,161.9,68.8,11.7,2136.8,31.8,324.3,1538.2,242.5,52.0,15.0,33.1,1
Gangetic West Bengal,1986,18.1,13.2,22.5,77.1,220.4,329.2,619.0,517.7,236.3,209.9,20.5,13.7,2297.7,31.3,320.0,1702.2,244.2,33.2,30.0,25.6,1
Rayalseema,1990,5.6,5.8,19.4,38.4,208.1,341.1,499.9,392.2,346.1,158.2,52.2,29.1,2096.1,11.4,265.9,1579.3,239.5,36.8,30.0,34.9,1
Bihar,2019,11.4,7.8,22.1,53.8,94.6,462.5,385.8,508.5,10.0,127.6,44.3,10.5,1738.8,19.2,170.5,1366.7,182.4,51.2,850.0,28.7,0
Coastal Karnataka,1996,20.0,22.3,54.4,120.8,316.5,506.5,738.6,965.7,345.3,210.3,50.7,35.3,3386.4,42.3,491.7,2556.0,296.4,12.0,80.0,24.4,1
East Uttar Pradesh,1982,10.0,14.0,53.9,33.2,174.4,278.8,531.6,257.9,156.2,121.4,42.5,5.9,1679.7,24.1,261.5,1224.4,169.8,46.2,500.0,25.1,0
Gujarat Region,2003,10.1,7.4,43.2,0.0,220.6,300.2,531.2,472.4,250.9,177.8,84.6,14.9,2113.3,17.5,263.8,1554.7,277.3,39.8,80.0,34.5,1
Gujarat Region,1981,17.7,3.8,25.8,57.9,142.8,263.1,655.9,421.0,282.6,349.0,94.5,16.3,2330.5,21.5,226.5,1622.7,459.8,33.7,250.0,23.5,1
Bihar,2013,7.9,3.3,44.7,36.1,159.3,444.2,598.1,540.6,376.3,205.2,3.1,19.4,2438.3,11.3,240.1,1959.2,227.7,31.3,850.0,28.7,0
Gangetic West Bengal,2006,9.4,20.5,20.9,74.8,29.5,505.9,357.6,449.2,248.4,206.3,73.4,8.2,2003.9,29.9,125.2,1561.0,287.8,47.9,250.0,31.5,0
